area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,industry_name,treatment_group,source_file,quarter_date,year_quarter,treatment_period,post_tariff,avg_monthly_employment,log_employment,log_wages,log_avg_weekly_wage,treated,treated_post
C1814,5,313,45,0,2021,2,,5,164,170,177,1505704,439866,12683,680,,0.37,0.24,0.25,0.26,0.19,0.3,0.42,0.77,N,-1,-16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,170.33333333333334,5.137757301535594,14.2247711208793,6.522092798170152,0,0
C1910,5,313,45,0,2021,2,,42,480,478,489,6814328,641654,14260,1087,,0.84,0.2,0.2,0.2,0.21,0.11,0.15,1.06,,-3,-6.7,-25,-5.0,-24,-4.8,-17,-3.4,299596,4.6,138068,27.4,6943,94.9,93,9.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,482.3333333333333,6.178635437963374,15.734538012234736,6.99117688712121,0,0
C1914,5,313,45,0,2021,2,,46,4145,4087,4069,43463488,8082824,226425,815,,63.38,97.36,96.79,96.14,112.26,71.57,142.99,1.16,,1,2.2,1198,40.7,592,16.9,267,7.0,12122979,38.7,2241385,38.4,87385,62.8,109,15.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,4100.333333333333,8.318823550200674,17.587431787280316,6.703188113240863,0,0
C1966,5,313,45,0,2021,2,,3,41,42,40,325237,47083,398,610,,0.65,0.3,0.31,0.3,0.27,0.19,0.26,0.88,,-2,-40.0,28,215.4,8,23.5,5,14.3,-60691,-15.7,7444,18.8,297,294.1,-476,-43.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,41.0,3.713572066704308,12.69230942632154,6.413458957167357,0,0
C1974,5,313,45,0,2021,2,,7,7,8,9,137855,40777,827,1326,,0.24,0.01,0.01,0.01,0.01,0.01,0.01,1.18,N,1,16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,8.0,2.0794415416798357,11.833957687103549,7.189922170745808,0,0
C2050,5,313,45,0,2021,2,,11,481,477,481,8251911,4148864,18188,1323,,2.67,2.25,2.23,2.24,2.73,3.19,2.86,1.22,,3,37.5,66,15.9,63,15.2,37,8.3,1642139,24.8,865127,26.3,3566,24.4,125,10.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,479.6666666666667,6.173091418219258,15.92595536785094,7.187657164114956,0,0
C2114,5,313,45,0,2021,2,,5,142,132,132,1778390,353638,4106,1011,,4.11,1.55,1.44,1.42,1.68,1.42,1.12,1.14,,1,25.0,84,144.8,23,21.1,23,21.1,569584,47.1,115682,48.6,-53,-1.3,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,135.33333333333334,4.907740870933623,14.391219018584376,6.918695219020472,0,0
C2134,5,313,45,0,2021,2,,4,116,112,110,686254,190828,3879,469,,0.98,0.56,0.54,0.54,0.38,0.37,0.54,0.7,,-1,-20.0,35,43.2,42,60.0,39,54.9,222083,47.8,49299,34.8,78,2.1,-14,-2.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,112.66666666666667,4.724433606814909,13.43900310056849,6.150602768446279,0,0
C2178,5,313,45,0,2021,2,,4,9,9,9,178793,5590,223,1528,,2.06,0.09,0.09,0.09,0.19,0.02,0.06,2.04,,0,0.0,-5,-35.7,-5,-35.7,-4,-30.8,9684,5.7,-23363,-80.7,-80,-26.4,576,60.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,9.0,2.1972245773362196,12.09398399106703,7.331714969726466,0,0
C2434,5,313,45,0,2021,2,,4,97,95,95,1449130,113655,4387,1165,,0.65,0.27,0.26,0.26,0.38,0.14,0.24,1.43,,0,0.0,19,24.4,10,11.8,1,1.1,224890,18.4,9593,9.2,1229,38.9,66,6.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,95.66666666666667,4.560869927091511,14.186473934324725,7.060476365999801,0,0
C2466,5,313,45,0,2021,2,,54,3738,3677,3657,46285777,29028570,373207,965,,11.02,16.1,15.9,15.9,19.88,15.2,39.86,1.25,,2,3.8,793,26.9,524,16.6,222,6.5,14365764,45.0,7512036,34.9,70692,23.4,192,24.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,3690.6666666666665,8.213562389189342,17.650345279638643,6.872128101338986,0,0
C2486,5,313,45,0,2021,2,,45,3577,3565,3580,44297939,15124069,131486,953,,7.61,13.44,13.41,13.52,16.84,12.54,14.81,1.25,,-4,-8.2,241,7.2,548,18.2,266,8.0,8739540,24.6,3047715,25.2,5110,4.0,104,12.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,3574.0,8.181440695719374,17.60644871023107,6.859614903654202,0,0
C2554,5,313,45,0,2021,2,,4,213,217,221,3652578,961478,32833,1295,,0.41,0.54,0.54,0.55,0.68,0.66,0.83,1.24,,0,0.0,36,20.3,-5,-2.3,-6,-2.6,487814,15.4,149631,18.4,1296,4.1,128,11.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,217.0,5.37989735354046,15.11094377761511,7.166265974133638,0,0
C2642,5,313,45,0,2021,2,,26,266,260,257,2419541,411282,7579,713,,0.61,0.13,0.13,0.13,0.09,0.09,0.09,0.69,,2,8.3,42,18.8,6,2.4,-5,-1.9,265468,12.3,-35907,-8.0,-337,-4.3,41,6.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,261.0,5.564520407322694,14.699088410721862,6.569481420414296,0,0
C2714,5,313,45,0,2021,2,,5,137,138,132,1870226,314864,782,1060,,1.4,0.82,0.83,0.8,1.22,0.48,0.36,1.49,,0,0.0,23,20.2,26,23.2,20,17.9,504038,36.9,83714,36.2,-67,-7.9,127,13.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,135.66666666666666,4.9102008967744855,14.441569837143291,6.966024187106113,0,0
C2774,5,313,45,0,2021,2,,4,215,218,217,2214128,236923,1906,786,,3.72,4.09,4.17,4.14,4.52,2.92,2.38,1.09,,1,33.3,11,5.4,12,5.8,15,7.4,159457,7.8,54550,29.9,270,16.5,11,1.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,216.66666666666666,5.378360074221573,14.610369204491032,6.666956792429207,0,0
C2814,5,313,45,0,2021,2,,6,104,102,107,1108803,209967,1635,818,,0.36,0.15,0.15,0.16,0.14,0.07,0.05,0.91,N,-2,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,104.33333333333333,4.647590901872044,13.91879161304182,6.706862336602747,0,0
C2870,5,313,45,0,2021,2,,6,318,322,337,4138556,196759,1096,978,,3.5,4.25,4.33,4.55,5.84,1.51,0.84,1.34,,0,0.0,-35,-9.9,-30,-8.5,-18,-5.1,-812696,-16.4,61163,45.1,253,30.0,-100,-9.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,325.6666666666667,5.785874363374673,15.235857492688794,6.885509670034818,0,0
C3034,5,313,45,0,2021,2,,9,215,210,210,2786366,507066,9274,1013,,11.03,6.64,6.49,6.45,8.93,4.61,4.78,1.37,,0,0.0,75,53.6,65,44.8,5,2.4,809776,41.0,153509,43.4,4457,92.5,82,8.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,211.66666666666666,5.355012710224582,14.840248795834876,6.920671504248683,0,0
C3108,5,313,45,0,2021,2,,218,4103,4062,4114,53520777,2898081,72674,1006,,1.35,1.06,1.04,1.06,0.97,0.42,0.35,0.92,,-8,-3.5,1315,47.2,329,8.8,-43,-1.0,12381933,30.1,-1049895,-26.6,-51497,-41.5,117,13.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,4093.0,8.317033476492403,17.795580491616082,6.913737350659685,0,0
C3170,5,313,45,0,2021,2,,5,508,499,508,7735742,1282347,23425,1178,,1.62,3.83,3.77,3.81,4.26,2.82,3.3,1.12,,-1,-16.7,-21,-4.0,-6,-1.2,10,2.0,497053,6.9,-129138,-9.1,11911,103.4,88,8.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,505.0,6.22455842927536,15.861361964990355,7.071573364211532,0,0
C3282,5,313,45,0,2021,2,,9,69,71,72,1254318,169010,492,1365,,1.24,0.17,0.18,0.18,0.26,0.19,0.07,1.5,,0,0.0,4,6.2,2,2.9,-2,-2.7,218832,21.1,21044,14.2,-274,-35.8,216,18.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,70.66666666666667,4.257973986003903,14.042102556543616,7.21890970761906,0,0
C3310,5,313,45,0,2021,2,,51,302,304,305,4440146,323412,2885,1125,,0.81,0.18,0.18,0.18,0.21,0.1,0.13,1.19,,0,0.0,-7,-2.3,-27,-8.2,-6,-1.9,-543571,-10.9,16373,5.3,-3171,-52.4,-84,-6.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,303.6666666666667,5.715930608591849,15.306197816750661,7.025538314638521,0,0
C3334,5,313,45,0,2021,2,,5,275,267,275,5138677,1023399,14982,1451,,0.42,0.52,0.5,0.51,0.84,0.51,0.58,1.66,,-1,-16.7,13,5.0,11,4.3,18,7.0,1218623,31.1,138528,15.7,1908,14.6,284,24.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,272.3333333333333,5.607026806191893,15.452306211303977,7.280008252884188,0,0
C3346,5,313,45,0,2021,2,,7,163,165,169,2070131,1694403,20759,961,,0.28,0.13,0.13,0.13,0.12,0.13,0.17,0.92,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,165.66666666666666,5.109977737428519,14.543122448263293,6.8679744089702925,0,0
C3482,5,313,45,0,2021,2,,4,59,68,71,662650,277742,13125,772,,1.18,0.53,0.6,0.62,0.74,0.42,2.17,1.26,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,66.0,4.189654742026425,13.404002226308824,6.648984550024776,0,0
C3498,5,313,45,0,2021,2,,18,799,800,790,14308706,425356,2092,1382,,1.2,1.21,1.21,1.19,1.77,0.37,0.18,1.48,,1,5.9,18,2.3,49,6.5,-4,-0.5,852399,6.3,28464,7.2,-2313,-52.5,47,3.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,796.3333333333334,6.6800178586577,16.4763787211686,7.231287004327616,0,0
C3530,5,313,45,0,2021,2,,5,117,121,120,1999154,416421,21374,1289,,0.77,0.49,0.5,0.5,0.66,0.45,0.85,1.33,,0,0.0,-4,-3.3,-16,-11.7,-18,-13.0,-38887,-1.9,-87928,-17.4,-3547,-14.2,101,8.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,119.33333333333333,4.78192069773259,14.508234649034483,7.161622002939187,0,0
C3562,5,313,45,0,2021,2,,188,2093,2068,2045,36720197,12677073,275312,1365,,1.19,0.35,0.35,0.34,0.38,0.41,0.41,1.07,,-7,-3.6,-157,-7.0,-474,-18.6,-422,-17.1,-725918,-1.9,-494824,-3.8,18593,7.2,175,14.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2068.6666666666665,7.634659556340216,17.41883748862592,7.21890970761906,0,0
C3584,5,313,45,0,2021,2,,5,11,12,12,78657,25277,304,519,,0.66,0.05,0.06,0.06,0.04,0.06,0.12,0.66,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,11.666666666666666,2.456735772821304,11.272851906433173,6.251903883165888,0,0
C3626,5,313,45,0,2021,2,,4,63,63,67,248478,234278,1012,297,,0.88,0.34,0.34,0.36,0.14,0.13,0.13,0.39,,0,0.0,19,43.2,7,12.5,13,24.1,52466,26.8,38266,19.5,-920,-47.6,3,1.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,64.33333333333333,4.164077900236776,12.423109589412581,5.6937321388027,0,0
C3642,5,313,45,0,2021,2,,11,44,36,38,376979,239105,2696,737,,1.05,0.11,0.09,0.09,0.09,0.07,0.09,0.92,,0,0.0,-10,-18.5,-22,-37.9,-18,-32.1,-133301,-26.1,-65703,-21.6,-899,-25.0,36,5.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,39.333333333333336,3.672072335797555,12.839944761960911,6.602587892189336,0,0
C3654,5,313,45,0,2021,2,,4,9,9,9,76552,19652,142,654,,0.55,0.03,0.03,0.03,0.02,0.02,0.02,0.77,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,9.0,2.1972245773362196,11.245725527459099,6.483107351457199,0,0
C3674,5,313,45,0,2021,2,,9,94,107,101,1151100,219416,1926,880,,0.43,0.12,0.13,0.13,0.13,0.15,0.21,1.06,N,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,100.66666666666667,4.61181472870676,13.956228564903153,6.779921907472252,0,0
C3734,5,313,45,0,2021,2,,4,35,41,41,299711,50596,50,591,,0.92,0.23,0.27,0.27,0.18,0.2,0.03,0.68,,1,33.3,18,105.9,17,70.8,15,57.7,163700,120.4,11771,30.3,11,28.2,123,26.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,39.0,3.6635616461296463,12.61057395600124,6.3818160174060985,0,0
C3798,5,313,45,0,2021,2,,44,1341,1370,1398,24970385,2422543,36339,1402,,1.06,0.74,0.76,0.77,1.03,0.33,0.23,1.36,,3,7.3,90,7.2,83,6.4,71,5.4,2306079,10.2,908485,60.0,6601,22.2,49,3.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1369.6666666666667,7.2223226802153,17.033201080639294,7.2456550675945355,0,0
C3806,5,313,45,0,2021,2,,8,109,105,104,3383638,54254,901,2455,,0.27,0.08,0.07,0.07,0.19,0.02,0.02,2.61,N,-2,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,106.0,4.663439094112067,15.034462019990853,7.805882040228621,0,0
C3830,5,313,45,0,2021,2,,11,324,326,319,2959761,859728,19835,705,,0.7,0.46,0.46,0.45,0.34,0.54,0.38,0.74,,0,0.0,48,17.4,43,15.2,16,5.3,232193,8.5,253553,41.8,3883,24.3,-25,-3.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,323.0,5.777652323222656,14.900619079797089,6.558197802812269,0,0
C3834,5,313,45,0,2021,2,,4,16,15,16,297957,58018,1369,1463,,3.01,0.44,0.4,0.42,0.75,0.31,0.29,1.79,,1,33.3,0,0.0,-1,-6.2,1,6.7,49531,19.9,4323,8.1,481,54.2,243,19.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,15.666666666666666,2.751535313041949,12.60470445977396,7.288244401020124,0,0
C3886,5,313,45,0,2021,2,,8,71,75,74,892808,273893,6542,937,,1.31,0.39,0.41,0.39,0.43,0.47,0.6,1.08,,0,0.0,32,82.1,18,31.6,2,2.8,297810,50.1,95931,53.9,2699,70.2,120,14.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,73.33333333333333,4.295015257684252,13.702126831142515,6.842683282238422,0,0
C3890,5,313,45,0,2021,2,,8,61,58,64,966315,878562,20954,1219,,0.33,0.08,0.07,0.08,0.09,0.09,0.12,1.15,,-2,-20.0,5,8.9,3,5.5,12,23.1,-3516,-0.4,12105,1.4,3958,23.3,-154,-11.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,61.0,4.110873864173311,13.78124514699638,7.105786129481271,0,0
C3930,5,313,45,0,2021,2,,57,2059,2081,2093,27398931,15400200,372013,1014,,4.24,4.59,4.61,4.57,5.19,4.96,4.98,1.13,,-1,-1.7,318,18.3,206,11.0,133,6.8,2256766,9.0,2153924,16.3,95822,34.7,-27,-2.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2077.6666666666665,7.639000748140741,17.12601455599867,6.921658184151129,0,0
C3974,5,313,45,0,2021,2,,7,383,385,387,5712726,563822,10846,1141,,3.23,3.47,3.49,3.49,4.71,2.13,1.37,1.35,,-2,-22.2,-54,-12.4,-50,-11.5,-65,-14.4,-445688,-7.2,-12507,-2.2,-3302,-23.3,68,6.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,385.0,5.953243334287785,15.558206875765267,7.039660349862076,0,0
C4006,5,313,45,0,2021,2,,7,252,242,244,3485008,162185,924,1090,,0.69,0.6,0.58,0.58,0.72,0.22,0.11,1.22,,2,40.0,104,70.3,95,64.6,98,67.1,1440465,70.5,31263,23.9,501,118.4,20,1.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,246.0,5.5053315359323625,15.063980897726493,6.993932975223189,0,0
C4014,5,313,45,0,2021,2,,6,11,10,8,79024,17463,492,629,,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.77,,-1,-14.3,-10,-47.6,-13,-56.5,-17,-68.0,-234599,-74.8,2191,14.3,-219,-30.8,-420,-40.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,9.666666666666666,2.268683541318364,11.277506882780406,6.444131256700441,0,0
C4058,5,313,45,0,2021,2,,6,109,115,115,1174733,888698,2208,800,,7.72,2.99,3.15,3.15,3.72,3.07,1.57,1.2,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,113.0,4.727387818712341,13.976551445696277,6.684611727667927,0,0
C4066,5,313,45,0,2021,2,,5,739,757,756,8988800,1433986,33119,921,,9.3,27.96,28.87,29.12,37.95,20.92,46.34,1.33,,0,0.0,351,90.5,282,59.4,207,37.7,3800177,73.2,527812,58.2,14927,82.1,73,8.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,750.6666666666666,6.620961700591471,16.01148991589206,6.825460036255307,0,0
C4090,5,313,45,0,2021,2,,10,27,30,30,259548,41064,1300,688,,0.44,0.04,0.04,0.04,0.03,0.04,0.04,0.68,,-1,-9.1,15,125.0,10,50.0,9,42.9,51837,25.0,-4882,-10.6,-55,-4.1,-216,-23.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,29.0,3.367295829986474,12.466696935581302,6.5337888379333435,0,0
C4162,5,313,45,0,2021,2,,9,114,113,115,1120095,1018732,3606,756,,0.65,0.22,0.22,0.23,0.18,0.17,0.13,0.8,,-1,-10.0,-177,-60.8,-133,-54.1,-109,-48.7,-1417822,-55.9,-1326245,-56.6,-3610,-50.0,-14,-1.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,114.0,4.736198448394496,13.928924061102714,6.628041376179533,0,0
C4170,5,313,45,0,2021,2,,14,520,527,527,6948476,571000,14972,1019,,1.0,0.76,0.77,0.77,0.94,0.35,0.61,1.22,,-1,-6.7,100,23.8,131,33.1,48,10.0,1611371,30.2,268307,88.6,11315,309.4,68,7.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,524.6666666666666,6.2627631403092385,15.754032912919934,6.926577033222725,0,0
C4174,5,313,45,0,2021,2,,10,188,194,192,2162690,168510,4350,869,,0.34,0.2,0.2,0.2,0.16,0.11,0.1,0.81,,0,0.0,-19,-9.2,-23,-10.6,-22,-10.3,9844,0.5,53422,46.4,754,21.0,90,11.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,191.33333333333334,5.254017107651457,14.586863375200272,6.767343125265392,0,0
C4186,5,313,45,0,2021,2,,13,61,58,61,1197068,66692,2500,1535,,0.26,0.04,0.04,0.04,0.03,0.03,0.04,0.8,,1,8.3,16,35.6,15,34.9,9,17.3,226072,23.3,32510,95.1,1139,83.7,-66,-4.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,60.0,4.0943445622221,13.995385791614945,7.336285660021297,0,0
C4266,5,313,45,0,2021,2,,9,97,94,81,1187436,1112371,17397,1007,,0.25,0.07,0.07,0.06,0.05,0.06,0.09,0.68,N,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,90.66666666666667,4.507189777627888,13.987306918701718,6.914730892718563,0,0
C4390,5,313,45,0,2021,2,,30,1919,2017,2026,24556962,9070214,235678,951,,16.29,18.38,19.4,19.4,23.43,20.49,73.21,1.23,,0,0.0,-21,-1.1,60,3.1,104,5.4,4133207,20.2,1441027,18.9,135873,136.1,141,17.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1987.3333333333333,7.594548985569907,17.016505956523698,6.85751406254539,0,0
C4414,5,313,45,0,2021,2,,10,205,206,210,3172598,845569,32486,1179,,1.66,1.16,1.16,1.17,1.67,0.85,1.48,1.43,,0,0.0,6,3.0,3,1.5,4,1.9,234590,8.0,-36551,-4.1,9666,42.4,64,5.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,207.0,5.332718793265369,14.970061368558513,7.072421900537371,0,0
C4614,5,313,45,0,2021,2,,9,104,111,120,1260686,1018081,11074,868,,1.26,0.37,0.39,0.42,0.43,0.42,0.42,1.1,,0,0.0,43,70.5,43,63.2,54,81.8,570721,82.7,638950,168.5,4908,79.6,51,6.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,111.66666666666667,4.715518243156957,14.047166575216002,6.7661917146603505,0,0
C4654,5,313,45,0,2021,2,,3,236,242,243,3189170,724893,25777,1021,,1.89,3.06,3.12,3.14,4.1,3.68,3.99,1.32,,0,0.0,2,0.9,-8,-3.2,-2,-0.8,-222848,-6.5,60955,9.2,12387,92.5,-59,-5.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,240.33333333333334,5.482026848616839,14.97527125281846,6.928537818164665,0,0
C4918,5,313,45,0,2021,2,,23,2728,2757,2775,30967400,21083574,108645,865,,6.07,15.51,15.69,15.81,17.32,15.91,17.08,1.11,,0,0.0,401,17.2,549,24.9,377,15.7,7413385,31.5,7098309,50.8,29758,37.7,81,10.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2753.3333333333335,7.9205675778469145,17.248445596213383,6.762729506931879,0,0
C4934,5,313,45,0,2021,2,,22,436,434,429,6681186,1653094,52526,1187,,2.9,1.73,1.72,1.68,2.18,1.2,1.66,1.28,,1,4.8,56,14.7,-17,-3.8,-15,-3.4,-77702,-1.1,236619,16.7,3142,6.4,-36,-2.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,433.0,6.07073772800249,15.714806074663775,7.079184394609668,0,0
C4962,5,313,45,0,2021,2,,5,114,116,115,1688993,191809,6121,1130,,2.21,0.98,1.0,0.98,1.36,0.69,0.74,1.38,,-1,-16.7,-7,-5.8,2,1.8,5,4.5,108052,6.8,63277,49.2,1710,38.8,73,6.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,115.0,4.74493212836325,14.339643051317168,7.029972911706386,0,0
US000,5,313,15,0,2021,2,,2668,96356,96414,96914,1221982675,386254456,5962555,973,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32,1.2,14290,17.4,11224,13.2,6240,6.9,222587709,22.3,89440272,30.1,1695972,39.8,79,8.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,96561.33333333333,11.477933664016316,20.92374052001757,6.880384082186005,0,0
01000,5,3361,56,0,2023,3,,54,22182,22042,22206,438830049,11316453,40470,1524,,4.86,5.52,5.51,5.5,5.96,8.35,2.51,1.08,,7,14.9,2310,11.6,1845,9.1,1669,8.1,22473808,5.4,-8041872,-41.5,-106302,-72.4,-61,-3.8,Motor Vehicle,treatment,MotorVehicle_2023_Q3.csv,2023-07-01,2023Q3,biden_era,1,22143.333333333332,10.005291751991177,19.89962276396601,7.329093736246592,1,1
01073,5,3361,76,0,2023,3,,10,538,542,545,8548801,620982,8355,1214,,6.27,0.76,0.77,0.77,0.58,2.73,3.31,0.75,,1,11.1,143,36.2,129,31.2,130,31.3,1636269,23.7,66126,11.9,-3271,-28.1,-90,-6.9,Motor Vehicle,treatment,MotorVehicle_2023_Q3.csv,2023-07-01,2023Q3,biden_era,1,541.6666666666666,6.294650806095728,15.96130159716112,7.101675971619444,1,1
